1244022388	830451	-51	0	65	-144	-18	-30
1244022388	849157	-980	215	-43	-1008	288	-264
1244022388	896186	-980	190	-61	-1026	270	-228
1244022388	958181	-942	202	-97	-1062	234	-228
1244022389	099598	-942	253	-151	-1044	234	-228
1244022389	109591	-942	228	-169	-1044	270	-228
1244022389	146675	-967	253	-169	-1026	288	-282
1244022389	203024	-980	215	-151	-1044	270	-300
1244022389	334830	-942	228	-169	-1062	252	-264
1244022389	520640	-954	266	-169	-1026	288	-318
1244022389	614936	-954	241	-187	-1044	270	-300
1244022389	700696	-1005	164	-187	-1026	288	-318
1244022389	729195	-980	164	-205	-1044	270	-300
1244022389	795318	-954	164	-187	-1026	180	-282
1244022389	814337	-954	139	-151	-1044	198	-300
1244022389	860846	-992	126	-151	-1062	198	-246
1244022390	012028	-967	202	-133	-1044	252	-246
1244022390	051183	-967	228	-115	-1044	288	-246
1244022390	094678	-954	215	-97	-1026	270	-228
1244022390	442670	-954	190	-61	-1062	234	-210
1244022390	647753	-954	164	-79	-1062	234	-210
1244022390	886958	-942	177	-97	-1062	234	-192
1244022391	009842	-967	177	-61	-1044	216	-246
1244022391	141554	-954	164	-151	-1062	198	-282
1244022391	186571	-967	202	-115	-1044	216	-264
1244022391	337012	-980	139	-133	-1026	234	-300
1244022391	431307	-967	202	-133	-1044	198	-282
1244022391	487779	-942	202	-151	-1026	216	-264
1244022391	572484	-954	164	-169	-1044	216	-282
1244022391	884109	-992	177	-151	-1026	234	-282
1244022391	950441	-967	177	-133	-1062	216	-264
1244022391	997723	-967	177	-151	-1044	198	-264
1244022392	054744	-954	190	-115	-1044	234	-246
1244022392	271380	-967	152	-151	-1062	252	-228
1244022392	299991	-942	152	-169	-1026	306	-300
1244022392	328522	-967	177	-151	-1080	216	-318
1244022392	339140	-967	202	-151	-1062	180	-354
1244022392	357081	-967	228	-187	-1044	144	-318
1244022392	432801	-916	228	-205	-1062	270	-192
1244022392	442499	-980	62	-151	-1044	324	-174
1244022392	451948	-992	152	-97	-1026	342	-228
1244022392	461393	-980	190	-79	-990	378	-246
1244022392	470842	-929	292	-115	-1008	396	-300
1244022392	495685	-967	228	-187	-1026	324	-300
1244022392	505058	-980	190	-151	-1044	252	-246
1244022392	532687	-967	177	-97	-1080	198	-228
1244022392	560845	-954	215	-187	-1044	216	-210
1244022392	598810	-992	126	-187	-1026	252	-264
1244022392	664572	-954	139	-97	-1044	270	-300
1244022392	675875	-929	139	-133	-1062	234	-318
1244022392	730645	-891	152	-169	-1080	198	-336
1244022392	759083	-929	139	-187	-1098	162	-318
1244022392	769298	-954	139	-169	-1116	162	-246
1244022392	786957	-1005	139	-151	-1026	198	-228
1244022392	843242	-1005	139	-61	-1008	180	-264
1244022392	881255	-942	126	-79	-1026	198	-300
1244022392	919229	-929	164	-61	-1062	234	-264
1244022392	929429	-954	164	-115	-1044	198	-192
1244022392	956635	-954	190	-97	-1044	252	-246
1244022392	966468	-954	215	-115	-1026	270	-282
1244022393	032652	-967	126	-133	-1044	252	-264
1244022393	071011	-992	126	-115	-1026	198	-264
1244022393	212375	-967	126	-115	-1044	144	-192
1244022393	308347	-967	152	-97	-1044	144	-246
1244022393	325666	-967	177	-115	-1044	180	-264
1244022393	351662	-954	215	-97	-1080	198	-210
1244022393	445795	-967	202	-79	-1062	180	-246
1244022393	530444	-954	215	-61	-1080	162	-192
1244022393	568176	-980	190	-79	-1044	180	-246
1244022393	596279	-1018	177	-79	-1062	234	-264
1244022393	652884	-1005	164	-43	-1026	252	-210
1244022393	690679	-980	164	-25	-1026	270	-210
1244022393	718980	-929	190	-43	-1062	216	-138
1244022393	812726	-903	190	-133	-1008	252	-174
1244022393	832517	-878	164	-115	-1026	234	-210
1244022393	869312	-891	177	-115	-954	216	-246
1244022393	885910	-929	190	-79	-1008	252	-282
1244022393	895567	-1018	202	-115	-1080	234	-264
1244022393	906825	-1069	177	-79	-1152	216	-228
1244022393	963283	-1018	177	-61	-1170	180	-192
1244022394	029773	-967	253	-79	-1134	162	-138
1244022394	067636	-954	215	-97	-1026	306	-210
1244022394	078758	-954	241	-115	-1008	270	-210
1244022394	152985	-954	164	-79	-1044	216	-228
1244022394	172085	-942	126	-133	-1026	234	-246
1244022394	237963	-954	139	-115	-1044	216	-228
1244022394	332293	-992	228	-133	-1026	180	-246
1244022394	471686	-929	164	-187	-1044	198	-246
1244022394	485270	-954	164	-169	-1062	216	-210
1244022394	500574	-967	152	-187	-1044	234	-192
1244022394	528275	-967	177	-169	-1080	288	-192
1244022394	612833	-954	215	-187	-1062	306	-210
1244022394	716524	-942	202	-169	-1044	270	-282
1244022394	744846	-954	241	-205	-1044	216	-318
1244022394	806648	-929	241	-223	-1026	288	-318
1244022395	150534	-954	241	-205	-1026	234	-300
1244022395	302042	-954	215	-187	-1044	234	-282
1244022395	358223	-967	202	-205	-1026	216	-300
1244022395	369418	-929	190	-151	-1044	234	-282
1244022395	518410	-954	164	-169	-1044	216	-282
1244022395	529540	-967	177	-169	-1026	234	-264
1244022395	685976	-980	164	-151	-1062	216	-282
1244022395	695964	-954	164	-169	-1062	234	-246
1244022395	893119	-967	177	-133	-1044	216	-264
1244022396	034539	-980	164	-151	-1044	234	-282
1244022396	251735	-954	164	-169	-1044	216	-264
1244022396	393481	-980	164	-151	-1026	234	-228
